Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1,0,31,1,0,1282,1,0,0,3,5,1,1,5,4,1,3,1,4,5,13,0,0
1,1,46,1,1,2096,5,5,5,5,4,5,4,4,4,4,4,3,4,4,4,0,1
0,1,27,0,0,679,3,5,3,1,5,3,5,5,4,3,4,5,4,5,0,0,0
1,1,55,1,1,447,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,0,1
1,0,45,1,1,651,1,1,1,3,3,1,3,3,4,5,4,3,4,3,0,0,0
1,1,33,1,1,3648,1,5,5,5,1,1,1,1,3,2,3,3,3,1,117,108,0
0,0,23,1,0,258,4,5,4,4,4,2,2,3,3,4,5,2,3,2,111,140,0
0,1,63,1,1,691,4,4,4,4,3,4,4,2,2,2,2,3,2,5,0,0,1
1,1,60,1,1,738,3,1,1,1,3,3,3,3,4,1,4,1,3,3,44,36,0
0,1,52,1,1,650,5,5,5,5,3,4,5,4,4,4,4,5,4,5,64,64,1
0,0,25,1,0,407,3,4,3,1,4,3,4,4,5,3,2,4,2,4,0,0,0
0,1,68,1,1,3043,2,2,2,2,5,4,5,4,4,4,4,4,4,4,1,0,1
0,1,59,1,1,1337,5,5,5,5,3,5,4,3,3,4,3,3,3,3,0,0,1
0,1,53,0,0,296,4,4,4,3,1,3,3,2,2,4,2,2,2,1,0,0,1
0,1,24,0,0,270,4,0,5,1,2,5,2,2,5,5,4,4,4,2,44,41,0
0,1,58,0,1,787,2,1,2,4,5,4,3,4,4,2,4,3,4,4,7,31,0
1,1,40,1,0,363,4,5,5,5,4,4,4,4,1,5,3,4,4,4,0,0,0
1,1,43,0,0,259,1,5,1,2,2,1,5,2,1,3,5,1,3,2,1,0,0
1,1,60,1,1,440,4,4,4,4,4,5,4,4,4,4,4,4,4,4,17,0,1
0,0,35,1,0,666,2,4,3,3,5,3,3,5,2,2,4,1,4,5,0,26,0
0,1,34,1,1,191,2,3,3,3,5,4,3,2,2,2,2,1,2,2,0,0,0
0,1,60,0,0,1504,3,3,3,3,5,4,3,1,1,3,1,2,1,2,28,25,0
0,0,37,1,1,304,4,4,4,4,3,4,3,3,4,4,4,4,4,3,0,0,1
0,1,13,0,0,479,3,4,3,3,4,3,4,4,1,4,3,2,4,4,0,0,0
0,1,11,0,0,247,1,1,1,2,2,1,2,2,3,5,3,4,3,2,0,12,0
0,1,62,1,1,1235,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0,1
0,1,31,1,1,3702,4,5,4,4,4,4,4,4,2,3,1,1,2,4,71,69,0
0,1,52,1,1,2586,3,3,3,3,4,4,4,3,3,4,5,4,4,4,0,0,1
0,1,45,1,1,3067,4,4,4,4,3,4,4,4,4,4,4,5,4,5,0,0,1
0,1,52,0,0,2449,3,3,2,1,2,3,3,5,2,5,4,3,2,3,2,6,0
0,0,25,1,0,759,3,4,4,4,4,4,4,4,3,1,3,1,3,4,0,0,0
0,1,41,0,1,746,3,5,3,4,5,3,3,3,3,3,3,5,3,4,4,28,0
1,1,53,1,1,3095,3,3,3,3,4,5,5,3,3,3,3,3,3,5,0,0,1
1,0,21,1,0,125,4,0,4,4,5,4,5,5,3,4,4,1,1,5,58,60,1
1,1,59,1,0,302,4,3,3,3,4,4,4,4,5,2,4,1,2,4,0,0,1
1,0,25,1,1,738,1,4,2,4,3,2,1,3,5,5,5,4,5,3,86,71,0
0,1,45,1,1,2288,4,4,4,4,4,3,4,5,5,4,5,3,5,3,0,11,1
1,1,57,1,1,2116,4,2,4,4,3,1,2,5,5,4,4,1,5,1,0,0,1
1,0,24,1,0,925,5,5,5,2,3,5,3,3,1,3,1,2,1,3,0,0,1
1,0,35,1,1,1020,3,3,3,3,5,3,5,5,5,2,4,5,4,5,1,0,0
0,1,35,1,1,1770,2,2,2,2,3,3,4,5,5,5,5,1,5,4,0,0,1
0,1,45,0,0,600,2,2,2,2,2,4,5,5,5,2,5,5,5,3,0,4,0
0,1,43,1,1,1726,4,4,4,4,2,5,4,4,4,4,4,4,4,3,1,6,1
1,0,24,1,0,717,0,0,0,4,4,0,3,4,5,3,2,3,5,4,0,5,1
1,1,50,1,1,416,3,3,3,3,1,5,2,5,5,5,5,2,5,4,0,0,1
1,1,39,1,1,862,3,3,3,3,3,2,3,3,3,3,3,4,3,3,6,0,0
1,1,45,0,0,628,1,1,1,3,5,1,5,5,4,1,3,4,4,5,0,0,0
1,1,60,0,0,259,2,1,2,3,5,2,5,5,4,4,3,1,4,5,0,0,0
1,1,61,1,1,3121,2,1,2,2,3,5,4,5,5,5,5,1,5,4,0,0,1
0,1,15,1,0,1022,3,3,3,3,3,3,4,3,4,2,3,2,3,3,0,0,0
0,1,48,1,1,964,3,1,1,1,2,3,3,2,2,3,2,3,2,3,34,19,1
0,1,67,0,1,590,1,5,1,5,5,5,4,3,3,1,3,5,3,3,0,0,0
1,1,21,1,1,946,3,4,4,4,3,2,3,3,3,5,4,2,4,3,0,0,0
1,1,69,0,0,228,3,4,3,5,2,3,2,2,4,4,4,4,4,2,5,5,0
0,0,28,1,1,507,4,4,4,3,4,4,5,4,4,5,4,5,5,4,0,0,1
1,1,44,1,1,2691,1,1,3,1,2,5,4,5,5,4,5,4,5,3,0,0,1
0,1,34,1,1,1185,3,2,2,2,4,3,4,3,3,3,3,4,3,1,11,0,0
1,0,25,1,0,1313,1,1,1,1,5,1,5,5,4,4,4,3,5,5,0,0,0
0,1,40,1,1,1065,4,2,2,2,4,4,4,4,4,2,2,2,1,4,63,66,1
1,1,58,1,1,3491,3,3,3,3,5,4,4,5,5,5,5,5,5,3,0,0,1
0,1,32,0,1,692,3,5,3,2,3,3,3,3,5,5,5,5,4,3,0,0,0
1,1,50,1,0,802,2,2,2,2,2,2,2,2,2,2,4,2,3,2,0,2,0
0,1,42,1,1,448,5,5,4,5,5,4,2,5,5,5,5,4,5,4,7,1,1
0,1,16,1,1,599,5,5,4,5,3,3,3,3,5,4,5,4,5,3,0,3,1
1,1,37,1,0,352,4,1,5,1,4,4,4,4,3,2,3,4,3,4,0,0,0
1,1,76,1,0,460,1,1,4,4,1,1,1,1,3,2,4,4,3,1,0,0,0
1,1,38,1,0,86,3,3,3,3,3,3,3,3,1,5,5,3,2,3,4,2,1
0,0,32,1,0,231,4,4,3,3,4,3,4,4,3,2,1,3,4,4,0,0,0
1,0,21,1,1,882,5,0,5,4,4,5,1,4,3,4,5,4,5,4,1,11,1
1,1,53,1,1,1999,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0,1
1,1,31,0,0,293,5,4,5,4,5,5,5,5,4,5,3,2,4,5,5,0,1
1,1,56,0,1,842,2,3,2,5,3,2,3,3,1,5,5,5,5,3,16,9,0
1,1,55,1,0,834,5,1,1,1,5,4,4,2,4,2,4,4,4,4,156,142,1
1,1,68,1,1,1831,2,2,2,2,3,1,2,4,4,4,4,1,4,1,0,0,1
1,1,57,0,1,738,3,4,3,1,2,3,2,2,5,3,5,4,5,2,0,0,0
0,1,38,1,1,1705,4,4,2,4,1,4,1,5,5,5,5,1,5,4,0,0,1
0,1,47,1,0,429,5,3,2,3,4,5,3,5,5,5,5,4,5,2,30,22,1
1,1,49,0,0,719,3,2,3,3,1,3,1,1,3,3,4,1,3,1,4,0,0
1,1,28,1,0,86,1,3,3,3,1,1,1,1,2,5,4,2,4,1,0,0,0
1,0,23,1,0,1322,4,4,4,3,1,4,1,1,3,4,3,3,4,1,34,38,1
0,0,22,1,0,761,1,1,1,3,1,1,1,1,1,3,3,2,2,1,7,0,0
1,0,39,1,1,708,3,3,3,3,1,3,5,1,4,5,2,1,3,1,90,122,0
0,0,39,1,1,67,2,2,2,3,4,2,5,4,5,2,2,1,2,4,0,0,0
0,1,53,0,1,240,3,4,0,1,4,4,4,4,4,0,4,4,4,4,0,0,0
1,1,63,1,1,2464,1,1,1,1,1,3,4,5,5,5,5,4,5,1,10,14,1
1,1,65,0,0,1121,3,5,3,1,1,3,1,1,4,3,4,4,4,1,1,0,0
1,0,20,1,0,574,2,2,2,4,5,2,5,5,3,2,4,2,3,5,0,3,0
1,1,31,1,1,368,2,2,2,2,4,4,4,4,5,3,5,5,4,4,0,4,1
1,1,40,1,1,3441,4,4,4,4,5,3,4,5,5,5,4,5,5,4,0,0,1
1,1,42,1,1,3550,3,3,3,3,2,5,4,3,3,3,3,3,3,3,20,1,1
1,1,41,1,1,2865,2,2,4,2,3,4,4,5,5,5,5,4,5,3,72,78,1
0,1,50,1,1,936,1,1,1,1,5,4,5,5,5,5,5,3,5,3,0,0,1
0,1,27,1,1,1601,5,5,5,5,5,5,5,5,4,3,1,4,5,5,0,13,1
1,1,57,1,1,2355,1,4,4,4,2,3,2,1,1,1,1,1,1,1,79,75,0
1,1,51,1,0,399,4,5,5,5,4,4,4,4,1,5,5,4,2,4,13,5,1
0,1,44,1,1,224,3,3,3,3,4,4,5,4,4,4,4,5,4,3,0,0,1
1,1,41,1,1,3382,1,1,5,1,4,4,3,2,2,3,1,1,2,1,43,37,0
1,1,51,1,1,2293,1,1,3,1,4,4,4,4,4,4,4,5,4,4,0,0,1
1,0,22,1,0,2248,1,0,0,1,5,1,5,5,5,5,3,5,4,5,1,0,0
0,1,51,1,1,377,3,3,3,3,4,5,5,2,2,2,2,5,2,4,0,0,1
1,1,59,1,0,666,2,5,5,5,2,2,2,2,3,2,4,2,4,2,0,0,0
0,1,20,1,1,908,3,3,3,3,4,4,4,4,4,5,5,3,5,4,49,33,1
1,1,60,1,1,946,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,17,1
0,1,68,0,0,187,1,3,1,3,4,4,3,4,4,1,4,4,4,1,0,0,0
0,1,63,0,0,2248,3,4,3,4,3,5,4,4,4,3,4,5,4,5,0,0,0
1,1,63,0,0,370,4,0,3,3,4,3,4,4,4,5,5,4,4,4,0,0,0
1,1,32,1,1,2702,4,5,4,5,4,4,4,4,2,4,4,3,3,4,1,2,0
0,0,30,1,0,479,4,2,4,3,2,4,2,2,1,1,3,4,3,2,15,0,0
1,1,7,0,0,1180,3,4,3,1,3,3,5,3,3,4,3,3,4,3,38,53,0
1,0,36,1,0,399,1,3,1,4,5,1,5,5,1,1,5,1,2,5,0,1,0
0,1,68,0,0,472,3,1,3,4,4,3,3,1,1,3,3,3,1,3,1,0,0
1,1,31,1,1,2008,2,4,2,4,2,2,2,2,1,1,3,2,3,2,0,0,0
1,1,40,1,1,134,3,3,3,3,5,5,5,5,5,5,5,3,5,3,0,0,1
1,0,18,1,0,957,4,4,4,5,2,4,1,2,4,2,4,5,5,2,0,0,1
0,1,27,1,1,2402,5,1,5,1,5,5,5,5,2,3,5,1,4,5,0,0,1
0,1,42,1,1,1773,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,5,1
0,1,15,0,1,349,2,5,2,3,2,2,2,2,3,5,5,4,4,2,60,75,0
0,1,39,1,1,1076,2,2,2,2,3,3,2,4,4,4,4,5,4,2,0,0,1
1,1,39,0,0,125,4,3,4,3,5,4,5,5,4,5,1,3,4,5,0,0,0
1,1,34,0,0,569,3,4,3,4,1,3,5,1,3,2,4,4,4,1,0,0,0
1,1,46,1,1,3259,4,4,3,4,3,5,5,4,4,4,4,4,4,5,46,60,1
0,1,16,0,0,125,4,3,4,4,1,4,1,1,3,2,4,2,4,1,55,54,0
1,1,42,1,1,789,5,5,2,5,5,5,5,4,1,1,5,5,1,5,151,127,1
0,1,47,1,1,2232,4,4,4,4,3,2,4,4,4,4,3,4,4,3,63,60,1
1,1,53,1,1,812,2,2,2,2,4,5,4,4,4,4,4,3,4,4,0,0,1
0,1,62,1,1,2648,5,5,5,5,3,4,3,5,5,5,5,3,5,4,0,0,1
1,1,38,0,0,491,2,5,2,5,3,2,5,3,4,5,5,4,4,3,59,65,0
1,1,22,0,0,1072,5,4,5,4,2,5,2,2,3,5,5,5,5,2,2,0,1
1,1,7,0,1,533,2,4,2,2,1,2,4,1,3,4,5,5,4,1,0,0,0
1,1,45,1,1,2462,5,5,5,5,4,5,4,4,4,4,4,4,4,5,0,0,1
1,1,49,1,1,2735,0,5,0,5,4,1,2,1,1,1,1,5,1,5,0,0,1
1,0,25,1,0,395,2,2,2,3,4,2,4,4,4,3,4,3,3,4,45,64,0
1,1,38,1,1,239,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0,1
0,1,75,1,1,3680,4,4,4,4,2,1,2,4,4,4,4,5,4,5,0,0,1
1,1,40,1,1,1608,5,5,5,5,3,4,4,5,5,5,5,3,5,4,4,0,1
1,0,30,1,1,896,3,3,3,3,2,3,2,2,4,2,5,4,4,2,0,3,0
0,0,22,1,0,762,5,5,5,2,2,5,2,2,4,2,4,3,5,2,0,26,1
1,1,51,1,1,3839,3,3,3,3,5,5,4,2,2,2,2,5,2,4,0,0,1
0,0,25,1,1,931,4,5,4,3,1,4,1,1,4,3,4,3,5,1,14,15,0
1,1,61,1,0,213,5,4,4,4,5,5,5,5,1,4,4,2,3,5,0,0,1
1,0,26,1,1,2475,4,4,4,3,4,2,2,5,3,3,4,2,5,2,8,15,0
0,1,43,1,1,767,2,2,2,2,5,4,5,4,4,4,4,4,4,5,0,0,1
0,1,14,0,0,641,4,4,4,3,4,4,4,4,3,3,4,4,5,4,0,15,0
1,1,60,1,0,212,2,4,4,4,2,2,2,2,3,2,3,3,2,2,12,15,0
1,1,45,1,0,347,4,3,3,3,4,4,4,4,4,1,4,4,5,4,0,0,1
1,1,52,0,1,1222,3,2,3,3,2,3,3,4,4,3,4,1,4,2,0,0,0
1,0,27,1,0,207,2,0,2,1,4,2,1,4,1,5,2,1,4,4,0,0,0
0,1,43,1,1,164,1,3,3,3,2,2,1,4,4,3,1,4,4,2,0,0,0
1,1,47,1,1,581,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0,1
0,1,43,0,0,833,2,4,2,1,5,4,4,3,3,2,3,4,3,5,0,0,0
0,1,25,0,0,1947,3,5,3,3,3,3,3,3,3,5,3,3,4,3,6,10,0
1,1,54,1,1,2806,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0,0,1
1,1,58,0,0,448,4,4,4,4,4,1,3,5,3,5,4,3,4,3,146,125,0
1,0,16,1,0,362,1,1,1,3,3,1,3,3,1,1,4,2,3,3,21,16,0
1,1,47,1,1,438,3,2,5,5,1,3,3,3,3,3,3,3,3,2,0,15,0
0,1,33,0,0,2475,3,5,4,3,3,4,3,3,5,2,5,3,4,3,12,9,0
0,0,23,1,0,372,2,3,2,4,2,2,1,2,3,4,3,3,3,2,0,11,0
0,1,54,0,0,162,3,4,3,4,3,5,4,3,3,3,3,3,3,4,19,8,0
0,1,51,1,1,192,0,5,0,4,5,2,3,5,5,3,3,4,5,2,60,54,1
1,1,59,1,1,351,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0,1
1,1,58,1,0,1504,2,2,2,2,2,2,2,2,1,1,4,1,4,2,27,42,0
1,0,73,1,1,222,2,2,2,4,1,2,1,1,3,3,4,2,4,1,0,0,0
0,1,65,0,0,304,3,5,3,2,3,5,4,5,5,3,5,4,5,4,0,0,0
1,1,41,1,1,442,5,5,5,5,5,4,4,5,5,5,5,3,5,5,0,0,1
0,1,63,0,0,192,2,5,2,3,3,4,5,3,3,2,3,4,3,3,23,25,0
1,1,50,1,1,192,3,4,4,4,4,4,4,2,2,2,3,2,2,1,0,0,0
1,1,59,0,0,1299,1,4,1,1,4,1,4,4,3,4,4,3,5,4,0,4,0
0,0,8,1,0,1024,4,4,4,3,5,4,3,5,4,1,3,4,3,5,0,0,0
1,1,37,1,1,3022,1,1,5,1,5,4,4,3,3,4,3,4,3,3,0,2,1
1,1,42,0,0,2422,3,4,3,1,3,4,4,4,4,5,4,4,4,4,0,0,0
1,0,25,1,1,282,4,1,4,3,4,4,4,4,2,1,4,3,3,4,0,0,0
0,0,25,1,0,1235,2,2,2,3,2,2,2,2,3,1,5,5,5,2,3,1,0
0,0,17,1,0,933,1,1,1,4,3,1,3,3,1,5,2,1,1,3,0,0,0
0,1,38,1,1,1416,5,3,3,3,5,5,5,5,2,4,2,5,4,5,7,3,1
0,1,10,0,0,1532,3,4,3,1,4,3,4,4,4,3,4,4,5,4,0,0,0
0,1,60,1,1,814,2,2,4,2,5,5,4,5,5,5,5,3,5,3,4,0,1
0,0,51,1,1,484,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0,0
1,1,52,1,0,345,4,4,4,4,4,4,4,4,5,3,4,1,3,4,51,48,1
1,0,11,1,0,999,2,2,2,1,4,2,4,4,3,5,5,3,4,4,0,0,0
1,1,47,1,1,3572,1,1,1,1,5,4,5,4,4,5,3,4,4,1,0,0,1
1,0,22,1,0,201,2,4,2,4,5,2,5,5,4,5,4,5,4,5,45,45,0
0,1,64,0,0,285,1,3,1,1,4,3,5,4,4,1,4,4,4,1,0,0,0
0,1,36,0,0,1035,3,4,3,2,1,3,1,1,5,5,4,4,4,1,18,3,0
0,1,31,1,1,2146,3,5,4,5,3,3,3,3,1,2,3,3,3,3,0,0,0
1,1,31,1,0,2599,0,0,0,5,3,0,3,3,5,1,5,2,5,3,0,0,1
1,0,43,1,0,300,1,4,1,3,2,1,2,2,2,2,4,4,4,2,0,20,0
1,1,35,1,0,813,4,3,4,4,4,4,4,4,4,1,2,3,2,4,0,0,0
0,1,43,1,1,247,2,2,2,2,4,5,4,4,4,4,4,4,4,4,58,67,1
1,1,48,1,1,3666,4,4,4,4,4,5,4,5,5,5,5,3,5,3,7,2,1
0,1,29,0,0,1050,5,5,5,4,4,5,4,4,4,5,4,3,5,4,2,0,1
1,1,47,0,1,201,2,2,2,3,1,2,1,1,1,1,4,3,4,1,0,0,0
0,1,50,1,1,2041,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0,0,1
0,1,8,0,0,954,2,5,3,3,3,3,3,3,4,3,5,5,4,3,0,0,0
1,1,53,1,1,2390,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,30,1
1,1,49,0,0,147,1,4,0,2,5,0,5,5,5,1,3,2,2,5,14,2,0
1,0,37,1,1,507,4,4,4,4,5,4,5,5,5,2,4,5,5,5,0,0,1
0,1,25,1,0,925,4,4,4,4,4,4,1,4,3,4,3,3,3,4,0,0,0
1,0,38,1,1,83,1,2,2,4,5,2,5,5,1,4,5,5,1,5,5,11,0
1,1,67,1,1,3803,3,5,5,5,4,2,2,3,3,3,3,3,3,2,92,91,0
0,0,27,1,0,406,2,3,2,3,4,2,4,4,3,4,4,3,4,4,0,0,0
1,0,38,1,0,441,3,4,3,3,3,3,3,3,3,3,3,3,3,3,100,104,0
1,1,57,1,1,3216,5,1,5,5,4,5,4,4,4,4,4,3,4,4,2,4,1
0,1,32,0,0,351,3,4,3,4,4,3,4,4,4,3,4,5,4,4,0,0,0
1,1,42,1,1,550,4,5,5,5,5,4,4,4,4,4,4,3,4,2,18,10,0
0,0,24,1,1,1464,4,0,4,4,2,4,2,2,3,5,4,3,4,2,0,0,1
1,1,49,1,1,842,5,5,5,5,2,4,5,4,4,4,4,4,4,4,56,64,1
0,1,31,1,1,2589,5,5,5,5,3,3,3,3,5,3,4,5,4,3,0,28,1
0,1,18,1,1,296,1,5,5,5,1,1,1,1,4,5,3,1,4,1,0,42,0
1,1,56,1,1,2784,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,0,1
0,1,33,1,1,453,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0,1
1,1,18,0,0,420,3,5,3,2,5,3,5,5,4,5,3,3,2,5,0,2,0
1,1,48,0,0,240,4,2,4,3,2,4,4,2,1,3,2,3,3,2,0,0,0
0,0,25,1,0,475,2,3,2,3,3,2,4,3,1,2,3,3,3,3,37,28,0
1,0,25,1,0,136,2,0,3,1,3,3,3,3,3,3,4,2,5,3,0,7,0
1,1,57,1,0,297,2,5,5,5,3,2,3,3,2,5,4,1,3,3,0,0,0
0,1,61,1,1,231,0,0,0,5,1,1,1,5,5,5,5,2,5,2,3,14,1
0,1,45,1,1,2616,3,3,3,3,2,4,4,3,3,3,3,1,3,3,29,17,0
1,1,59,1,1,2824,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0,1
1,1,63,0,1,102,4,4,4,3,3,3,5,2,2,4,2,1,2,4,0,0,0
1,1,48,1,1,689,3,5,2,5,2,3,3,3,3,3,3,4,3,2,53,35,0
0,1,53,1,1,2853,3,3,5,3,5,4,5,5,5,5,5,4,5,3,0,0,1
0,1,23,0,0,1144,3,5,3,3,5,3,5,5,2,4,4,4,2,5,0,15,0
0,1,36,1,1,1625,2,1,1,1,2,2,3,2,2,1,2,1,2,4,0,0,0
1,1,35,1,1,2254,3,3,3,3,1,3,4,3,3,3,3,2,3,4,0,0,0
1,0,26,1,1,469,0,0,0,3,1,0,1,1,3,2,4,5,5,1,0,0,1
1,1,57,1,1,113,4,2,2,2,2,3,4,1,1,1,4,1,1,1,0,0,0
1,0,26,1,1,1205,4,4,4,2,1,4,1,1,4,4,5,4,5,1,0,0,1
0,1,48,0,0,214,3,0,3,5,2,5,5,3,3,3,3,5,3,3,0,0,0
0,1,9,0,0,280,2,4,2,2,2,2,2,2,4,3,5,5,2,2,0,0,0
0,1,53,1,1,1770,0,0,0,1,4,5,5,2,2,2,2,5,2,4,3,0,1
1,1,29,0,0,651,2,5,2,2,1,2,1,1,5,3,4,4,4,1,0,0,0
0,0,17,1,0,802,4,4,4,5,4,4,4,4,4,5,5,4,5,4,0,0,1
0,1,43,1,1,1389,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0,1
0,0,30,1,0,190,1,4,1,4,4,1,4,4,4,5,1,5,4,4,0,0,0
0,1,47,1,0,1237,4,5,5,5,2,2,2,4,4,4,4,1,4,1,0,0,1
1,1,33,1,1,2654,1,1,1,1,5,5,5,5,4,1,2,1,2,5,0,0,1
1,1,35,1,1,2422,5,5,5,5,2,5,4,5,5,5,5,5,5,5,29,23,1
0,0,27,1,1,1280,4,4,4,4,4,4,4,4,5,4,3,5,4,4,21,4,1
0,1,28,1,1,1910,4,4,4,4,3,4,3,3,5,3,3,5,5,3,109,69,1
0,1,41,0,0,1172,3,5,3,2,1,3,1,1,4,4,3,4,4,1,0,6,0
0,1,60,1,1,2130,5,5,5,5,4,5,5,4,4,4,4,5,4,3,1,1,1
0,1,31,0,0,725,5,4,5,1,2,5,2,2,4,3,3,5,2,2,0,0,1
1,1,44,0,1,1562,3,5,3,4,4,4,4,2,2,3,2,3,2,3,4,17,0
1,1,38,1,1,3890,1,1,1,1,2,1,4,4,4,4,4,1,4,1,0,0,1
1,1,60,1,1,2386,0,5,0,1,5,5,4,5,5,4,4,4,5,5,0,0,1
0,1,21,1,0,2475,3,4,4,4,3,3,1,3,2,1,2,1,3,3,0,0,0
1,1,43,1,1,3331,1,3,1,1,3,5,4,4,4,4,4,4,4,3,7,22,1
1,1,61,0,0,563,2,4,1,4,2,1,5,2,3,4,5,4,4,2,0,0,0
0,1,61,0,0,1438,2,4,2,1,3,5,5,4,4,2,4,5,4,4,0,9,0
1,0,15,1,0,782,3,3,3,2,3,3,4,3,2,4,2,2,5,3,0,0,0
0,1,43,1,1,1635,5,5,5,5,2,4,5,5,5,5,5,5,5,3,5,0,1
1,0,24,1,0,531,3,0,3,4,4,3,4,4,1,3,1,4,1,4,0,0,0
1,1,49,1,1,1897,1,1,4,1,2,2,2,3,4,5,5,2,5,2,254,,1
0,1,62,0,0,507,3,4,3,3,5,4,4,3,3,3,3,3,3,2,9,1,0
1,1,57,0,0,867,2,0,2,4,3,2,3,3,3,4,4,3,5,3,78,91,0
0,1,55,1,1,302,0,0,0,1,2,4,4,1,1,1,1,4,1,3,0,2,1
1,1,40,1,1,2937,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,7,1
0,1,59,1,1,1574,4,4,4,4,4,5,5,3,3,3,3,5,3,5,0,0,1
1,1,32,1,0,236,0,0,0,2,3,0,3,3,4,1,3,1,4,3,45,51,1
0,1,46,0,0,2288,3,2,3,4,2,4,3,5,5,3,5,3,5,4,0,0,0
1,1,46,1,1,956,4,4,4,4,2,4,3,3,3,4,3,2,3,1,0,0,1
1,1,33,1,1,2466,3,3,3,3,4,4,4,3,2,4,5,4,2,4,163,158,1
0,0,22,1,0,462,1,0,1,2,5,1,2,5,3,4,4,3,5,5,0,0,0
1,1,46,0,0,373,3,4,3,3,4,3,4,4,5,4,1,3,1,4,0,0,0
1,1,38,1,1,86,4,4,4,4,1,3,4,5,5,5,5,2,5,4,0,1,1
1,0,21,1,0,204,4,1,4,2,5,4,5,5,1,2,4,2,1,5,0,0,1
1,1,51,1,1,2357,3,3,3,3,2,2,2,4,2,4,4,2,4,2,139,135,1
0,1,52,1,1,812,2,2,2,2,5,4,5,5,5,5,5,3,5,4,0,0,1
1,1,42,0,1,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,0,0
1,1,36,1,1,2836,3,3,3,3,2,5,3,5,5,5,5,4,5,4,1,6,1
0,1,42,1,1,651,1,5,5,5,3,3,3,1,1,1,1,1,1,1,0,0,0
1,0,34,1,1,2422,3,3,3,4,5,3,5,5,5,2,4,4,4,5,0,0,0
1,0,43,1,1,1067,5,5,5,2,3,5,3,3,4,2,5,5,5,3,0,0,1
0,1,51,0,0,2125,3,5,3,4,3,1,1,3,3,3,4,2,3,2,0,0,0
0,1,15,0,0,333,3,4,3,1,4,3,5,4,4,3,4,4,4,4,3,0,0
1,1,40,1,1,2565,3,3,3,3,4,4,4,4,4,4,4,5,4,3,61,50,1
1,1,34,0,0,522,3,4,3,3,3,3,4,3,5,3,5,4,4,3,0,12,0
1,1,70,0,0,650,3,3,3,4,4,3,4,4,2,5,4,4,4,4,9,0,0
0,1,47,1,1,333,0,0,0,2,2,4,4,2,2,2,2,5,2,4,0,0,1
1,1,37,0,0,640,4,4,4,4,3,4,3,3,5,5,5,5,5,3,3,0,1
0,0,26,1,0,1379,3,2,2,4,5,3,5,5,3,4,3,3,4,5,2,0,0
1,1,64,0,0,507,3,5,3,1,3,1,1,5,4,4,5,1,3,1,153,144,0
0,1,43,1,1,2997,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,18,1
0,1,22,1,1,2498,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,0,1
0,1,35,1,0,927,4,3,3,3,4,4,4,4,3,1,5,1,4,4,0,10,1
1,1,34,0,0,395,2,5,2,3,3,2,3,3,3,5,2,5,2,3,0,0,0
1,1,56,1,1,1849,1,1,1,1,5,4,4,4,4,4,4,3,4,5,128,123,1
1,1,35,1,1,3715,3,3,4,3,3,3,3,3,4,4,3,3,1,3,163,164,0
1,1,57,1,1,429,4,2,2,2,4,4,4,4,4,4,2,3,4,4,2,0,1
1,1,53,1,0,1189,4,2,2,2,4,4,4,4,1,2,3,3,3,4,0,13,0
0,1,78,1,0,192,1,4,2,2,1,3,2,1,1,1,1,1,1,2,0,0,0
0,1,28,0,1,2845,4,1,4,4,1,4,1,1,4,5,3,4,4,1,0,0,0
1,1,58,1,0,455,5,3,3,3,3,5,3,3,5,5,5,4,2,3,0,0,1
0,1,43,1,1,3647,4,4,2,2,2,3,4,4,4,4,4,3,4,2,4,17,0
1,1,35,1,0,1179,4,5,5,5,4,4,4,4,2,4,5,5,1,4,9,0,1
0,1,68,0,0,657,2,2,2,2,3,2,2,3,3,2,3,2,3,4,0,0,0
1,1,32,1,1,143,2,4,2,2,5,5,4,5,3,5,4,4,3,5,0,0,1
0,1,35,1,1,3272,3,3,1,3,4,3,3,3,3,3,3,3,3,3,0,0,0
